,Address,Price,NoOfBedrooms,NoOfBathrooms,AreaSqYards,WebURL
10529,"DHA Phase 8, DHA Defence",165000000.0,6.0,6.0,500,https://www.zameen.com/Homes/Karachi-2-422.html
10530,"DHA Phase 8, DHA Defence",47500000.0,4.0,4.0,100,https://www.zameen.com/Homes/Karachi-2-422.html
10531,"DHA Phase 5, DHA Defence",220000000.0,4.0,5.0,1,https://www.zameen.com/Homes/Karachi-2-422.html
10532,"DHA Phase 5, DHA Defence",500000000.0,7.0,8.0,2,https://www.zameen.com/Homes/Karachi-2-422.html
10533,"DHA Phase 6, DHA Defence",115000000.0,5.0,5.0,500,https://www.zameen.com/Homes/Karachi-2-422.html
10534,"DHA Phase 8, DHA Defence",160000000.0,6.0,6.0,500,https://www.zameen.com/Homes/Karachi-2-422.html
10535,"DHA Phase 6, DHA Defence",30000000.0,3.0,4.0,189,https://www.zameen.com/Homes/Karachi-2-422.html
10536,"Government Teacher Housing Society - Sector 16-A, Scheme 33 - Sector 16-A",10500000.0,2.0,2.0,106,https://www.zameen.com/Homes/Karachi-2-422.html
10537,"Government Teacher Housing Society - Sector 16-A, Scheme 33 - Sector 16-A",10500000.0,2.0,2.0,106,https://www.zameen.com/Homes/Karachi-2-422.html
10538,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",31000000.0,3.0,3.0,240,https://www.zameen.com/Homes/Karachi-2-422.html
10539,"Gulistan-e-Jauhar - Block 12, Gulistan-e-Jauhar",85000000.0,9.0,6.0,400,https://www.zameen.com/Homes/Karachi-2-422.html
10540,"Pilibhit Cooperative Housing Society, Scheme 33 - Sector 18-A",35000000.0,6.0,6.0,240,https://www.zameen.com/Homes/Karachi-2-422.html
10541,"Scheme 33 - Sector 52-A, Scheme 33",21000000.0,4.0,4.0,120,https://www.zameen.com/Homes/Karachi-2-422.html
10542,"Harmain Royal Residency, Gulshan-e-Iqbal Town",16500000.0,3.0,3.0,150,https://www.zameen.com/Homes/Karachi-2-422.html
10543,"Harmain Royal Residency, Gulshan-e-Iqbal Town",26000000.0,4.0,5.0,200,https://www.zameen.com/Homes/Karachi-2-422.html
10544,"Sehar Commercial Area, DHA Phase 7",10000000.0,2.0,2.0,100,https://www.zameen.com/Homes/Karachi-2-422.html
10545,"DHA Phase 1, DHA Defence",35000000.0,3.0,3.0,256,https://www.zameen.com/Homes/Karachi-2-422.html
10546,"Gwalior Cooperative Housing Society, Scheme 33",8000000.0,2.0,2.0,105,https://www.zameen.com/Homes/Karachi-2-422.html
10547,"Gulshan-e-Maymar - Sector X, Gulshan-e-Maymar",8200000.0,3.0,3.0,106,https://www.zameen.com/Homes/Karachi-2-422.html
10548,"Nishat Commercial Area, DHA Phase 6",12000000.0,2.0,2.0,106,https://www.zameen.com/Homes/Karachi-2-422.html
10549,"Federal B Area - Block 15, Federal B Area",34000000.0,6.0,6.0,200,https://www.zameen.com/Homes/Karachi-2-422.html
10550,"Al-Murtaza Commercial Area, DHA Phase 8",38000000.0,3.0,3.0,178,https://www.zameen.com/Homes/Karachi-2-423.html
10551,"DHA Phase 8, DHA Defence",300000000.0,6.0,7.0,1,https://www.zameen.com/Homes/Karachi-2-423.html
10552,"DHA Phase 5, DHA Defence",280000000.0,6.0,7.0,1,https://www.zameen.com/Homes/Karachi-2-423.html
10553,"DHA Phase 8, DHA Defence",700000000.0,6.0,7.0,2,https://www.zameen.com/Homes/Karachi-2-423.html
10554,"Clifton, Karachi",72500000.0,3.0,3.0,295,https://www.zameen.com/Homes/Karachi-2-423.html
10555,"Bahadurabad, Gulshan-e-Iqbal Town",35000000.0,3.0,3.0,189,https://www.zameen.com/Homes/Karachi-2-423.html
10556,"DHA Phase 6, DHA Defence",9500000.0,2.0,2.0,111,https://www.zameen.com/Homes/Karachi-2-423.html
10557,"Gulistan-e-Jauhar - Block 10, Gulistan-e-Jauhar",11000000.0,3.0,3.0,161,https://www.zameen.com/Homes/Karachi-2-423.html
10558,"Bukhari Commercial Area, DHA Phase 6",14500000.0,2.0,2.0,106,https://www.zameen.com/Homes/Karachi-2-423.html
10559,"Gulistan-e-Jauhar - Block 13, Gulistan-e-Jauhar",16500000.0,3.0,3.0,161,https://www.zameen.com/Homes/Karachi-2-423.html
10560,"Scheme 33, Karachi",14000000.0,2.0,2.0,122,https://www.zameen.com/Homes/Karachi-2-423.html
10561,"Nazimabad 1, Nazimabad",12500000.0,3.0,3.0,173,https://www.zameen.com/Homes/Karachi-2-423.html
10562,"PECHS Block 2, PECHS",42500000.0,3.0,4.0,200,https://www.zameen.com/Homes/Karachi-2-423.html
10563,"Gulistan-e-Jauhar - Block 2, Gulistan-e-Jauhar",66500000.0,5.0,5.0,400,https://www.zameen.com/Homes/Karachi-2-423.html
10564,"Federal B Area - Block 8, Federal B Area",11500000.0,2.0,2.0,139,https://www.zameen.com/Homes/Karachi-2-423.html
10565,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",11200000.000000002,2.0,2.0,111,https://www.zameen.com/Homes/Karachi-2-423.html
10566,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",8000000.0,2.0,2.0,78,https://www.zameen.com/Homes/Karachi-2-423.html
10567,"Bukhari Commercial Area, DHA Phase 6",15000000.0,2.0,2.0,111,https://www.zameen.com/Homes/Karachi-2-423.html
10568,"Mashraqi Society, Scheme 33 - Sector 52-A",18500000.0,3.0,3.0,120,https://www.zameen.com/Homes/Karachi-2-423.html
10569,"DHA Phase 7 Extension, DHA Defence",45000000.0,3.0,3.0,100,https://www.zameen.com/Homes/Karachi-2-423.html
10570,"Shadman Town - Sector-14/B, Shadman",9000000.0,2.0,2.0,120,https://www.zameen.com/Homes/Karachi-2-423.html
10571,"Model Colony - Malir, Malir",3200000.0,1.0,1.0,43,https://www.zameen.com/Homes/Karachi-2-423.html
10572,"Khalid Bin Walid Road, Karachi",35000000.0,3.0,3.0,178,https://www.zameen.com/Homes/Karachi-2-423.html
10573,"Khalid Bin Walid Road, Karachi",35000000.0,3.0,3.0,178,https://www.zameen.com/Homes/Karachi-2-423.html
10574,"Khalid Bin Walid Road, Karachi",35000000.0,3.0,3.0,178,https://www.zameen.com/Homes/Karachi-2-423.html
10575,"Bahadurabad, Gulshan-e-Iqbal Town",28000000.0,3.0,3.0,178,https://www.zameen.com/Homes/Karachi-2-424.html
10576,"Bahadurabad, Gulshan-e-Iqbal Town",28000000.0,3.0,3.0,178,https://www.zameen.com/Homes/Karachi-2-424.html
10577,"Bahadurabad, Gulshan-e-Iqbal Town",20000000.0,2.0,2.0,111,https://www.zameen.com/Homes/Karachi-2-424.html
10578,"Bahadurabad, Gulshan-e-Iqbal Town",20000000.0,2.0,2.0,111,https://www.zameen.com/Homes/Karachi-2-424.html
10579,"Bahadurabad, Gulshan-e-Iqbal Town",20000000.0,2.0,2.0,111,https://www.zameen.com/Homes/Karachi-2-424.html
10580,"Bahadurabad, Gulshan-e-Iqbal Town",20000000.0,2.0,2.0,111,https://www.zameen.com/Homes/Karachi-2-424.html
10581,"Bahadurabad, Gulshan-e-Iqbal Town",20000000.0,2.0,2.0,111,https://www.zameen.com/Homes/Karachi-2-424.html
10582,"Bahadurabad, Gulshan-e-Iqbal Town",20000000.0,2.0,2.0,111,https://www.zameen.com/Homes/Karachi-2-424.html
10583,"Khalid Bin Walid Road, Karachi",45000000.0,4.0,4.0,233,https://www.zameen.com/Homes/Karachi-2-424.html
10584,"Khalid Bin Walid Road, Karachi",45000000.0,4.0,4.0,233,https://www.zameen.com/Homes/Karachi-2-424.html
10585,"Khalid Bin Walid Road, Karachi",45000000.0,4.0,4.0,233,https://www.zameen.com/Homes/Karachi-2-424.html
10586,"Khalid Bin Walid Road, Karachi",45000000.0,4.0,4.0,233,https://www.zameen.com/Homes/Karachi-2-424.html
10587,"Khalid Bin Walid Road, Karachi",25000000.0,2.0,2.0,122,https://www.zameen.com/Homes/Karachi-2-424.html
10588,"Khalid Bin Walid Road, Karachi",25000000.0,2.0,2.0,122,https://www.zameen.com/Homes/Karachi-2-424.html
10589,"Khalid Bin Walid Road, Karachi",25000000.0,2.0,2.0,122,https://www.zameen.com/Homes/Karachi-2-424.html
10590,"Khalid Bin Walid Road, Karachi",25000000.0,2.0,2.0,122,https://www.zameen.com/Homes/Karachi-2-424.html
10591,"Creek Vista, DHA Phase 8",82500000.0,4.0,5.0,467,https://www.zameen.com/Homes/Karachi-2-424.html
10592,"Bukhari Commercial Area, DHA Phase 6",26000000.0,1.0,,0,https://www.zameen.com/Homes/Karachi-2-424.html
10593,"North Nazimabad - Block B, North Nazimabad",35000000.0,6.0,6.0,200,https://www.zameen.com/Homes/Karachi-2-424.html
10594,"PECHS, Jamshed Town",18000000.0,2.0,2.0,100,https://www.zameen.com/Homes/Karachi-2-424.html
10595,"DHA Phase 7 Extension, DHA Defence",53000000.0,5.0,5.0,150,https://www.zameen.com/Homes/Karachi-2-424.html
10596,"PECHS Block 3, PECHS",85000000.0,5.0,6.0,250,https://www.zameen.com/Homes/Karachi-2-424.html
10597,"PECHS Block 2, PECHS",12500000.0,2.0,2.0,110,https://www.zameen.com/Homes/Karachi-2-424.html
10598,"Tipu Sultan Road, Karachi",12000000.0,2.0,2.0,100,https://www.zameen.com/Homes/Karachi-2-424.html
10599,"DHA Phase 8, DHA Defence",50000000.0,4.0,4.0,100,https://www.zameen.com/Homes/Karachi-2-424.html
10600,"DHA Phase 8, DHA Defence",170000000.0,6.0,6.0,500,https://www.zameen.com/Homes/Karachi-2-425.html
10601,"DHA Phase 4, DHA Defence",750000000.0,5.0,6.0,2,https://www.zameen.com/Homes/Karachi-2-425.html
10602,"DHA Phase 2, DHA Defence",450000000.0,4.0,4.0,1,https://www.zameen.com/Homes/Karachi-2-425.html
10603,"Sea View Apartments, Karachi",42500000.0,3.0,3.0,267,https://www.zameen.com/Homes/Karachi-2-425.html
10604,"Clifton - Block 2, Clifton",65000000.0,4.0,5.0,315,https://www.zameen.com/Homes/Karachi-2-425.html
10605,"DHA Phase 8, DHA Defence",165000000.0,6.0,6.0,500,https://www.zameen.com/Homes/Karachi-2-425.html
10606,"DHA Phase 8, DHA Defence",47500000.0,4.0,4.0,100,https://www.zameen.com/Homes/Karachi-2-425.html
10607,"DHA Phase 5, DHA Defence",220000000.0,4.0,5.0,1,https://www.zameen.com/Homes/Karachi-2-425.html
10608,"DHA Phase 5, DHA Defence",500000000.0,7.0,8.0,2,https://www.zameen.com/Homes/Karachi-2-425.html
10609,"DHA Phase 6, DHA Defence",115000000.0,5.0,5.0,500,https://www.zameen.com/Homes/Karachi-2-425.html
10610,"DHA Phase 8, DHA Defence",160000000.0,6.0,6.0,500,https://www.zameen.com/Homes/Karachi-2-425.html
10611,"DHA Phase 6, DHA Defence",30000000.0,3.0,4.0,189,https://www.zameen.com/Homes/Karachi-2-425.html
10612,"Government Teacher Housing Society - Sector 16-A, Scheme 33 - Sector 16-A",10500000.0,2.0,2.0,106,https://www.zameen.com/Homes/Karachi-2-425.html
10613,"Government Teacher Housing Society - Sector 16-A, Scheme 33 - Sector 16-A",10500000.0,2.0,2.0,106,https://www.zameen.com/Homes/Karachi-2-425.html
10614,"Gulistan-e-Jauhar - Block 12, Gulistan-e-Jauhar",85000000.0,9.0,6.0,400,https://www.zameen.com/Homes/Karachi-2-425.html
10615,"Pilibhit Cooperative Housing Society, Scheme 33 - Sector 18-A",35000000.0,6.0,6.0,240,https://www.zameen.com/Homes/Karachi-2-425.html
10616,"Scheme 33 - Sector 52-A, Scheme 33",21000000.0,4.0,4.0,120,https://www.zameen.com/Homes/Karachi-2-425.html
10617,"Harmain Royal Residency, Gulshan-e-Iqbal Town",26000000.0,4.0,5.0,200,https://www.zameen.com/Homes/Karachi-2-425.html
10618,"Sehar Commercial Area, DHA Phase 7",10000000.0,2.0,2.0,100,https://www.zameen.com/Homes/Karachi-2-425.html
10619,"DHA Phase 1, DHA Defence",35000000.0,3.0,3.0,256,https://www.zameen.com/Homes/Karachi-2-425.html
10620,"Gwalior Cooperative Housing Society, Scheme 33",8000000.0,2.0,2.0,105,https://www.zameen.com/Homes/Karachi-2-425.html
10621,"Gulshan-e-Maymar - Sector X, Gulshan-e-Maymar",8200000.0,3.0,3.0,106,https://www.zameen.com/Homes/Karachi-2-425.html
10622,"Nishat Commercial Area, DHA Phase 6",12000000.0,2.0,2.0,106,https://www.zameen.com/Homes/Karachi-2-425.html
10623,"Federal B Area - Block 15, Federal B Area",34000000.0,6.0,6.0,200,https://www.zameen.com/Homes/Karachi-2-425.html
10624,"North Nazimabad - Block J, North Nazimabad",20000000.0,3.0,4.0,200,https://www.zameen.com/Homes/Karachi-2-425.html
10625,"Gwalior Cooperative Housing Society, Scheme 33",8000000.0,2.0,2.0,105,https://www.zameen.com/Homes/Karachi-2-426.html
10626,"Gulshan-e-Maymar - Sector X, Gulshan-e-Maymar",8200000.0,3.0,3.0,106,https://www.zameen.com/Homes/Karachi-2-426.html
10627,"Nishat Commercial Area, DHA Phase 6",12000000.0,2.0,2.0,106,https://www.zameen.com/Homes/Karachi-2-426.html
10628,"Federal B Area - Block 15, Federal B Area",34000000.0,6.0,6.0,200,https://www.zameen.com/Homes/Karachi-2-426.html
10629,"North Nazimabad - Block J, North Nazimabad",20000000.0,3.0,4.0,200,https://www.zameen.com/Homes/Karachi-2-426.html
10630,"Gulshan-e-Iqbal Town, Karachi",30000000.0,4.0,4.0,240,https://www.zameen.com/Homes/Karachi-2-426.html
10631,"Gulshan-e-Iqbal - Block 13/B, Gulshan-e-Iqbal",12500000.0,3.0,2.0,139,https://www.zameen.com/Homes/Karachi-2-426.html
10632,"Emaar Coral Towers, Emaar Crescent Bay",89900000.0,3.0,4.0,450,https://www.zameen.com/Homes/Karachi-2-426.html
10633,"Creek Vista, DHA Phase 8",66000000.0,3.0,3.0,356,https://www.zameen.com/Homes/Karachi-2-426.html
10634,"Emaar Crescent Bay, DHA Phase 8",63000000.0,5.0,4.0,300,https://www.zameen.com/Homes/Karachi-2-426.html
10635,"Gulshan-e-Iqbal - Block 10-A, Gulshan-e-Iqbal",50000000.0,5.0,5.0,300,https://www.zameen.com/Homes/Karachi-2-426.html
10636,"DHA Phase 2 Extension, DHA Defence",10500000.0,3.0,3.0,133,https://www.zameen.com/Homes/Karachi-2-426.html
10637,"DHA Phase 4, DHA Defence",280000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-426.html
10638,"DHA Phase 4, DHA Defence",280000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-426.html
10639,"DHA Phase 4, DHA Defence",280000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-426.html
10640,"DHA Phase 4, DHA Defence",280000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-426.html
10641,"DHA Phase 4, DHA Defence",280000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-426.html
10642,"DHA Phase 4, DHA Defence",280000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-426.html
10643,"DHA Phase 4, DHA Defence",280000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-426.html
10644,"DHA Phase 4, DHA Defence",280000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-426.html
10645,"DHA Phase 4, DHA Defence",280000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-426.html
10646,"DHA Phase 4, DHA Defence",280000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-426.html
10647,"DHA Phase 4, DHA Defence",280000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-426.html
10648,"DHA Phase 4, DHA Defence",280000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-426.html
10649,"DHA Phase 4, DHA Defence",280000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-426.html
10650,"DHA Phase 4, DHA Defence",280000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-427.html
10651,"DHA Phase 4, DHA Defence",280000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-427.html
10652,"DHA Phase 4, DHA Defence",280000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-427.html
10653,"DHA Phase 4, DHA Defence",280000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-427.html
10654,"DHA Phase 4, DHA Defence",280000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-427.html
10655,"DHA Phase 4, DHA Defence",280000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-427.html
10656,"DHA Phase 4, DHA Defence",280000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-427.html
10657,"DHA Phase 4, DHA Defence",280000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-427.html
10658,"DHA Phase 4, DHA Defence",280000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-427.html
10659,"DHA Phase 4, DHA Defence",280000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-427.html
10660,"DHA Phase 4, DHA Defence",280000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-427.html
10661,"DHA Phase 4, DHA Defence",280000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-427.html
10662,"DHA Phase 4, DHA Defence",280000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-427.html
10663,"DHA Phase 4, DHA Defence",280000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-427.html
10664,"DHA Phase 4, DHA Defence",280000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-427.html
10665,"DHA Phase 4, DHA Defence",280000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-427.html
10666,"DHA Phase 4, DHA Defence",280000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-427.html
10667,"Bisma Greens, Gulistan-e-Jauhar - Block 15",33000000.0,3.0,4.0,206,https://www.zameen.com/Homes/Karachi-2-427.html
10668,"Nazimabad, Karachi",32500000.0,3.0,3.0,422,https://www.zameen.com/Homes/Karachi-2-427.html
10669,"DHA Phase 2, DHA Defence",10000000.0,3.0,3.0,128,https://www.zameen.com/Homes/Karachi-2-427.html
10670,"Bufferzone - Sector 15-A/2, Buffer Zone",8000000.0,2.0,2.0,106,https://www.zameen.com/Homes/Karachi-2-427.html
10671,"Clifton - Block 2, Clifton",12000000.0,2.0,2.0,133,https://www.zameen.com/Homes/Karachi-2-427.html
10672,"Emaar Pearl Towers, Emaar Crescent Bay",57500000.0,2.0,3.0,200,https://www.zameen.com/Homes/Karachi-2-427.html
10673,"DHA Phase 4, DHA Defence",33000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-427.html
10674,"PECHS Block 6, PECHS",55000000.0,4.0,4.0,256,https://www.zameen.com/Homes/Karachi-2-427.html
10675,"Alamgir Road, Gulshan-e-Iqbal Town",29500000.0,2.0,2.0,167,https://www.zameen.com/Homes/Karachi-2-428.html
10676,"Darul Aman Society, Karachi",32500000.0,2.0,2.0,150,https://www.zameen.com/Homes/Karachi-2-428.html
10677,"Allama Iqbal Road, PECHS",38500000.0,4.0,4.0,200,https://www.zameen.com/Homes/Karachi-2-428.html
10678,"PECHS Block 2, PECHS",30000000.0,3.0,3.0,167,https://www.zameen.com/Homes/Karachi-2-428.html
10679,"PECHS Block 2, PECHS",35000000.0,3.0,3.0,167,https://www.zameen.com/Homes/Karachi-2-428.html
10680,"Sharfabad, Gulshan-e-Iqbal Town",42000000.0,4.0,6.0,244,https://www.zameen.com/Homes/Karachi-2-428.html
10681,"Gulshan-e-Iqbal - Block 4A, Gulshan-e-Iqbal",19800000.0,3.0,3.0,167,https://www.zameen.com/Homes/Karachi-2-428.html
10682,"North Nazimabad - Block J, North Nazimabad",19500000.0,3.0,3.0,200,https://www.zameen.com/Homes/Karachi-2-428.html
10683,"Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal",8200000.0,2.0,2.0,111,https://www.zameen.com/Homes/Karachi-2-428.html
10684,"DHA Phase 2, DHA Defence",19500000.0,3.0,3.0,200,https://www.zameen.com/Homes/Karachi-2-428.html
10685,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",15500000.0,3.0,3.0,167,https://www.zameen.com/Homes/Karachi-2-428.html
10686,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",6000000.0,2.0,2.0,83,https://www.zameen.com/Homes/Karachi-2-428.html
10687,"Gulistan-e-Jauhar - Block 15, Gulistan-e-Jauhar",65000000.0,3.0,3.0,400,https://www.zameen.com/Homes/Karachi-2-428.html
10688,"DHA Phase 8, DHA Defence",66500000.0,6.0,6.0,150,https://www.zameen.com/Homes/Karachi-2-428.html
10689,"DHA Phase 6, DHA Defence",130000000.0,6.0,7.0,600,https://www.zameen.com/Homes/Karachi-2-428.html
10690,"DHA Phase 7 Extension, DHA Defence",130000000.0,5.0,6.0,500,https://www.zameen.com/Homes/Karachi-2-428.html
10691,"Bahria Sports City, Bahria Town Karachi",20500000.0,4.0,4.0,350,https://www.zameen.com/Homes/Karachi-2-428.html
10692,"Bahria Town - Precinct 31, Bahria Town Karachi",15500000.0,3.0,3.0,235,https://www.zameen.com/Homes/Karachi-2-428.html
10693,"Bahria Apartments, Bahria Town Karachi",8500000.0,2.0,2.0,106,https://www.zameen.com/Homes/Karachi-2-428.html
10694,"Falcon Complex New Malir, Malir",73000000.0,4.0,4.0,350,https://www.zameen.com/Homes/Karachi-2-428.html
10695,"DHA Phase 6, DHA Defence",130000000.0,6.0,6.0,500,https://www.zameen.com/Homes/Karachi-2-428.html
10696,"Navy Housing Scheme Karsaz, Karachi",78500000.0,5.0,5.0,491,https://www.zameen.com/Homes/Karachi-2-428.html
10697,"Bahria Town - Precinct 31, Bahria Town Karachi",13799999.999999998,,0.0,0,https://www.zameen.com/Homes/Karachi-2-428.html
10698,"DHA Phase 8, DHA Defence",111500000.0,6.0,6.0,500,https://www.zameen.com/Homes/Karachi-2-428.html
10699,"Bahria Apartments, Bahria Town Karachi",10500000.0,2.0,2.0,106,https://www.zameen.com/Homes/Karachi-2-428.html
10700,"DHA Phase 6, DHA Defence",130000000.0,6.0,6.0,500,https://www.zameen.com/Homes/Karachi-2-429.html
10701,"Navy Housing Scheme Karsaz, Karachi",78500000.0,5.0,5.0,491,https://www.zameen.com/Homes/Karachi-2-429.html
10702,"Bahria Town - Precinct 31, Bahria Town Karachi",13799999.999999998,,0.0,0,https://www.zameen.com/Homes/Karachi-2-429.html
10703,"DHA Phase 8, DHA Defence",111500000.0,6.0,6.0,500,https://www.zameen.com/Homes/Karachi-2-429.html
10704,"Bahria Apartments, Bahria Town Karachi",10500000.0,2.0,2.0,106,https://www.zameen.com/Homes/Karachi-2-429.html
10705,"Bahria Town - Precinct 31, Bahria Town Karachi",14800000.0,3.0,3.0,235,https://www.zameen.com/Homes/Karachi-2-429.html
10706,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2",23800000.0,3.0,3.0,200,https://www.zameen.com/Homes/Karachi-2-429.html
10707,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",18000000.0,3.0,3.0,200,https://www.zameen.com/Homes/Karachi-2-429.html
10708,"Madras Cooperative Housing Society, Scheme 33 - Sector 17-A",42500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-429.html
10709,"Pilibhit Cooperative Housing Society, Scheme 33 - Sector 18-A",23000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-429.html
10710,"State Bank of Pakistan Housing Society, Scheme 33 - Sector 17-A",34000000.0,4.0,3.0,200,https://www.zameen.com/Homes/Karachi-2-429.html
10711,"Bahria Town - Precinct 10-A, Bahria Town Karachi",18500000.0,3.0,3.0,200,https://www.zameen.com/Homes/Karachi-2-429.html
10712,"DHA Phase 6, DHA Defence",15000000.0,3.0,3.0,133,https://www.zameen.com/Homes/Karachi-2-429.html
10713,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2",23500000.0,3.0,3.0,200,https://www.zameen.com/Homes/Karachi-2-429.html
10714,"Nazimabad 3, Nazimabad",16000000.0,3.0,3.0,189,https://www.zameen.com/Homes/Karachi-2-429.html
10715,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2",23500000.0,3.0,3.0,200,https://www.zameen.com/Homes/Karachi-2-429.html
10716,"Pakistan Scientists Cooperative Housing Society, Scheme 33 - Sector 17-A",55000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-429.html
10717,"Bahria Town - Ali Block, Bahria Town - Precinct 12",15000000.0,3.0,3.0,125,https://www.zameen.com/Homes/Karachi-2-429.html
10718,"Scheme 33, Karachi",13000000.0,2.0,2.0,130,https://www.zameen.com/Homes/Karachi-2-429.html
10719,"Saima Royal Residency, Rashid Minhas Road",16500000.0,2.0,2.0,133,https://www.zameen.com/Homes/Karachi-2-429.html
10720,"Scheme 33, Karachi",17200000.0,3.0,3.0,184,https://www.zameen.com/Homes/Karachi-2-429.html
10721,"Bahria Town Karachi, Karachi",19000000.0,3.0,3.0,200,https://www.zameen.com/Homes/Karachi-2-429.html
10722,"Scheme 33, Karachi",22000000.0,3.0,3.0,240,https://www.zameen.com/Homes/Karachi-2-429.html
10723,"Scheme 33, Karachi",13500000.0,3.0,3.0,189,https://www.zameen.com/Homes/Karachi-2-429.html
10724,"Bahria Town - Precinct 31, Bahria Town Karachi",18500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-429.html
10725,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11",17500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-430.html
10726,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",18500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-430.html
10727,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2",20000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-430.html
10728,"Bahria Town - Precinct 31, Bahria Town Karachi",18500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-430.html
10729,"Bahria Sports City, Bahria Town Karachi",25000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-430.html
10730,"Bahria Town - Ali Block, Bahria Town - Precinct 12",21000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-430.html
10731,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",20000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-430.html
10732,"Bahria Town - Precinct 27, Bahria Town Karachi",19000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-430.html
10733,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2",24000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-430.html
10734,"Bahria Town - Precinct 10-A, Bahria Town Karachi",20000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-430.html
10735,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2",20000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-430.html
10736,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",18500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-430.html
10737,"Bahria Paradise, Bahria Town Karachi",45000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-430.html
10738,"Bahria Hills, Bahria Town Karachi",45000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-430.html
10739,"Bahria Town - Precinct 23, Bahria Town Karachi",11500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-430.html
10740,"Bahria Town - Precinct 27, Bahria Town Karachi",15500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-430.html
10741,"Bahria Town - Precinct 10-A, Bahria Town Karachi",15500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-430.html
